1,20141,249222473
2,18674,243047103
3,61044,197838262
4,71566,190967358
5,25328,180709915
6,89571,170982571
7,20403,159119486
8,62041,146293414
9,46587,141098496
10,98481,135522390
11,198510,134940416
12,185977,133778796
13,19024259,115105020
14,19018597,107287663
15,20015396,102506108
16,84045,90172696
17,3587,81051007
18,12842,78015180
19,157003,59099696
20,63244,62955713
21,10708231,48094803
22,16050353,51235401
