15,9,60015404,65015404
15,10,65015405,70015405
15,11,70015406,75015406
15,12,75015407,80015407
15,13,80015408,85015408
15,14,85015409,90015409
15,15,90015410,95015410
15,16,95015411,100015411
14,1,19018597,24018597
14,2,24018598,29018598
14,3,29018599,34018599
14,4,34018600,39018600
14,5,39018601,44018601
14,6,44018602,49018602
14,7,49018603,54018603
14,8,54018604,59018604
14,9,59018605,64018605
14,10,64018606,69018606
14,11,69018607,74018607
14,12,74018608,79018608
14,13,79018609,84018609
14,14,84018610,89018610
14,15,89018611,94018611
14,16,94018612,99018612
14,17,99018613,104018613
13,1,19024259,24024259
13,2,24024260,29024260
13,3,29024261,34024261
13,4,34024262,39024262
13,5,39024263,44024263
13,6,44024264,49024264
13,7,49024265,54024265
13,8,54024266,59024266
13,9,59024267,64024267
13,10,64024268,69024268
13,11,69024269,74024269
13,12,74024270,79024270
13,13,79024271,84024271
13,14,84024272,89024272
13,15,89024273,94024273
13,16,94024274,99024274
13,17,99024275,104024275
13,18,104024276,109024276
13,19,109024277,114024277
12,1,185977,5185977
12,2,5185978,10185978
12,3,10185979,15185979
12,4,15185980,20185980
12,5,20185981,25185981
12,6,25185982,30185982
12,7,30185983,35185983
12,8,35185984,40185984
12,9,40185985,45185985
12,10,45185986,50185986
12,11,50185987,55185987
12,12,55185988,60185988
12,13,60185989,65185989
12,14,65185990,70185990
12,15,70185991,75185991
12,16,75185992,80185992
12,17,80185993,85185993
12,18,85185994,90185994
12,19,90185995,95185995
12,20,95185996,100185996
12,21,100185997,105185997
12,22,105185998,110185998
12,23,110185999,115185999
12,24,115186000,120186000
12,25,120186001,125186001
12,26,125186002,130186002
11,1,198510,5198510
11,2,5198511,10198511
11,3,10198512,15198512
11,4,15198513,20198513
11,5,20198514,25198514
11,6,25198515,30198515
11,7,30198516,35198516
11,8,35198517,40198517
11,9,40198518,45198518
11,10,45198519,50198519
11,11,50198520,55198520
11,12,55198521,60198521
11,13,60198522,65198522
11,14,65198523,70198523
11,15,70198524,75198524
11,16,75198525,80198525
11,17,80198526,85198526
11,18,85198527,90198527
11,19,90198528,95198528
11,20,95198529,100198529
11,21,100198530,105198530
11,22,105198531,110198531
11,23,110198532,115198532
11,24,115198533,120198533
11,25,120198534,125198534
11,26,125198535,130198535
10,1,98481,5098481
10,2,5098482,10098482
10,3,10098483,15098483
10,4,15098484,20098484
10,5,20098485,25098485
10,6,25098486,30098486
10,7,30098487,35098487
10,8,35098488,40098488
10,9,40098489,45098489
10,10,45098490,50098490
10,11,50098491,55098491
10,12,55098492,60098492
10,13,60098493,65098493
10,14,65098494,70098494
10,15,70098495,75098495
10,16,75098496,80098496
10,17,80098497,85098497
10,18,85098498,90098498
10,19,90098499,95098499
10,20,95098500,100098500
10,21,100098501,105098501
10,22,105098502,110098502
10,23,110098503,115098503
10,24,115098504,120098504
10,25,120098505,125098505
10,26,125098506,130098506
10,27,130098507,135098507
9,1,46587,5046587
9,2,5046588,10046588
9,3,10046589,15046589
9,4,15046590,20046590
9,5,20046591,25046591
9,6,25046592,30046592
9,7,30046593,35046593
9,8,35046594,40046594
9,9,40046595,45046595
9,10,45046596,50046596
9,11,50046597,55046597
9,12,55046598,60046598
9,13,60046599,65046599
9,14,65046600,70046600
9,15,70046601,75046601
9,16,75046602,80046602
9,17,80046603,85046603
9,18,85046604,90046604
9,19,90046605,95046605
9,20,95046606,100046606
9,21,100046607,105046607
9,22,105046608,110046608
9,23,110046609,115046609
9,24,115046610,120046610
9,25,120046611,125046611
9,26,125046612,130046612
9,27,130046613,135046613
9,28,135046614,140046614
8,1,62041,5062041
8,2,5062042,10062042
8,3,10062043,15062043
8,4,15062044,20062044
8,5,20062045,25062045
8,6,25062046,30062046
8,7,30062047,35062047
8,8,35062048,40062048
8,9,40062049,45062049
8,10,45062050,50062050
8,11,50062051,55062051
8,12,55062052,60062052
8,13,60062053,65062053
8,14,65062054,70062054
8,15,70062055,75062055
8,16,75062056,80062056
8,17,80062057,85062057
8,18,85062058,90062058
8,19,90062059,95062059
8,20,95062060,100062060
8,21,100062061,105062061
8,22,105062062,110062062
8,23,110062063,115062063
8,24,115062064,120062064
8,25,120062065,125062065
8,26,125062066,130062066
8,27,130062067,135062067
8,28,135062068,140062068
8,29,140062069,145062069
7,1,20403,5020403
7,2,5020404,10020404
7,3,10020405,15020405
7,4,15020406,20020406
7,5,20020407,25020407
7,6,25020408,30020408
7,7,30020409,35020409
7,8,35020410,40020410
7,9,40020411,45020411
7,10,45020412,50020412
7,11,50020413,55020413
7,12,55020414,60020414
7,13,60020415,65020415
7,14,65020416,70020416
7,15,70020417,75020417
7,16,75020418,80020418
7,17,80020419,85020419
7,18,85020420,90020420
7,19,90020421,95020421
7,20,95020422,100020422
7,21,100020423,105020423
7,22,105020424,110020424
7,23,110020425,115020425
7,24,115020426,120020426
7,25,120020427,125020427
7,26,125020428,130020428
7,27,130020429,135020429
7,28,135020430,140020430
7,29,140020431,145020431
7,30,145020432,150020432
7,31,150020433,155020433
6,1,89571,5089571
6,2,5089572,10089572
6,3,10089573,15089573
6,4,15089574,20089574
6,5,20089575,25089575
6,6,25089576,30089576
6,7,30089577,35089577
6,8,35089578,40089578
6,9,40089579,45089579
6,10,45089580,50089580
6,11,50089581,55089581
6,12,55089582,60089582
6,13,60089583,65089583
6,14,65089584,70089584
6,15,70089585,75089585
6,16,75089586,80089586
6,17,80089587,85089587
6,18,85089588,90089588
6,19,90089589,95089589
6,20,95089590,100089590
6,21,100089591,105089591
6,22,105089592,110089592
6,23,110089593,115089593
6,24,115089594,120089594
6,25,120089595,125089595
6,26,125089596,130089596
6,27,130089597,135089597
6,28,135089598,140089598
6,29,140089599,145089599
6,30,145089600,150089600
6,31,150089601,155089601
6,32,155089602,160089602
6,33,160089603,165089603
6,34,165089604,170089604
5,1,25328,5025328
5,2,5025329,10025329
5,3,10025330,15025330
5,4,15025331,20025331
5,5,20025332,25025332
5,6,25025333,30025333
5,7,30025334,35025334
5,8,35025335,40025335
5,9,40025336,45025336
5,10,45025337,50025337
5,11,50025338,55025338
5,12,55025339,60025339
5,13,60025340,65025340
5,14,65025341,70025341
5,15,70025342,75025342
5,16,75025343,80025343
5,17,80025344,85025344
5,18,85025345,90025345
5,19,90025346,95025346
5,20,95025347,100025347
5,21,100025348,105025348
5,22,105025349,110025349
5,23,110025350,115025350
5,24,115025351,120025351
5,25,120025352,125025352
5,26,125025353,130025353
5,27,130025354,135025354
5,28,135025355,140025355
5,29,140025356,145025356
5,30,145025357,150025357
5,31,150025358,155025358
5,32,155025359,160025359
5,33,160025360,165025360
5,34,165025361,170025361
5,35,170025362,175025362
5,36,175025363,180025363
4,1,71566,5071566
4,2,5071567,10071567
4,3,10071568,15071568
4,4,15071569,20071569
4,5,20071570,25071570
4,6,25071571,30071571
4,7,30071572,35071572
4,8,35071573,40071573
4,9,40071574,45071574
4,10,45071575,50071575
4,11,50071576,55071576
4,12,55071577,60071577
4,13,60071578,65071578
4,14,65071579,70071579
4,15,70071580,75071580
4,16,75071581,80071581
4,17,80071582,85071582
4,18,85071583,90071583
4,19,90071584,95071584
4,20,95071585,100071585
4,21,100071586,105071586
4,22,105071587,110071587
4,23,110071588,115071588
4,24,115071589,120071589
4,25,120071590,125071590
4,26,125071591,130071591
4,27,130071592,135071592
4,28,135071593,140071593
4,29,140071594,145071594
4,30,145071595,150071595
4,31,150071596,155071596
4,32,155071597,160071597
4,33,160071598,165071598
4,34,165071599,170071599
4,35,170071600,175071600
4,36,175071601,180071601
4,37,180071602,185071602
4,38,185071603,190071603
3,1,61044,5061044
3,2,5061045,10061045
3,3,10061046,15061046
3,4,15061047,20061047
3,5,20061048,25061048
3,6,25061049,30061049
3,7,30061050,35061050
3,8,35061051,40061051
3,9,40061052,45061052
3,10,45061053,50061053
3,11,50061054,55061054
3,12,55061055,60061055
3,13,60061056,65061056
3,14,65061057,70061057
3,15,70061058,75061058
3,16,75061059,80061059
3,17,80061060,85061060
3,18,85061061,90061061
3,19,90061062,95061062
3,20,95061063,100061063
3,21,100061064,105061064
3,22,105061065,110061065
3,23,110061066,115061066
3,24,115061067,120061067
3,25,120061068,125061068
3,26,125061069,130061069
3,27,130061070,135061070
3,28,135061071,140061071
3,29,140061072,145061072
3,30,145061073,150061073
3,31,150061074,155061074
3,32,155061075,160061075
3,33,160061076,165061076
3,34,165061077,170061077
3,35,170061078,175061078
3,36,175061079,180061079
3,37,180061080,185061080
3,38,185061081,190061081
3,39,190061082,195061082
2,1,18674,5018674
2,2,5018675,10018675
2,3,10018676,15018676
2,4,15018677,20018677
2,5,20018678,25018678
2,6,25018679,30018679
2,7,30018680,35018680
2,8,35018681,40018681
2,9,40018682,45018682
2,10,45018683,50018683
2,11,50018684,55018684
2,12,55018685,60018685
2,13,60018686,65018686
2,14,65018687,70018687
2,15,70018688,75018688
2,16,75018689,80018689
2,17,80018690,85018690
2,18,85018691,90018691
2,19,90018692,95018692
2,20,95018693,100018693
2,21,100018694,105018694
2,22,105018695,110018695
2,23,110018696,115018696
2,24,115018697,120018697
2,25,120018698,125018698
2,26,125018699,130018699
2,27,130018700,135018700
2,28,135018701,140018701
2,29,140018702,145018702
2,30,145018703,150018703
2,31,150018704,155018704
2,32,155018705,160018705
2,33,160018706,165018706
2,34,165018707,170018707
2,35,170018708,175018708
2,36,175018709,180018709
2,37,180018710,185018710
2,38,185018711,190018711
2,39,190018712,195018712
2,40,195018713,200018713
2,41,200018714,205018714
2,42,205018715,210018715
2,43,210018716,215018716
2,44,215018717,220018717
2,45,220018718,225018718
2,46,225018719,230018719
2,47,230018720,235018720
2,48,235018721,240018721
1,1,20141,5020141
1,2,5020142,10020142
1,3,10020143,15020143
1,4,15020144,20020144
1,5,20020145,25020145
1,6,25020146,30020146
1,7,30020147,35020147
1,8,35020148,40020148
1,9,40020149,45020149
1,10,45020150,50020150
1,11,50020151,55020151
1,12,55020152,60020152
1,13,60020153,65020153
1,14,65020154,70020154
1,15,70020155,75020155
1,16,75020156,80020156
1,17,80020157,85020157
1,18,85020158,90020158
1,19,90020159,95020159
1,20,95020160,100020160
1,21,100020161,105020161
1,22,105020162,110020162
1,23,110020163,115020163
1,24,115020164,120020164
1,25,120020165,125020165
1,26,125020166,130020166
1,27,130020167,135020167
1,28,135020168,140020168
1,29,140020169,145020169
1,30,145020170,150020170
1,31,150020171,155020171
1,32,155020172,160020172
1,33,160020173,165020173
1,34,165020174,170020174
1,35,170020175,175020175
1,36,175020176,180020176
1,37,180020177,185020177
1,38,185020178,190020178
1,39,190020179,195020179
1,40,195020180,200020180
1,41,200020181,205020181
1,42,205020182,210020182
1,43,210020183,215020183
1,44,215020184,220020184
1,45,220020185,225020185
1,46,225020186,230020186
1,47,230020187,235020187
1,48,235020188,240020188
1,49,240020189,245020189
